Word_id,Sentence_id,Word,Label
1,1,In,O
2,1,the,O
3,1,Carpathians,B
4,1,to,O
5,1,the,O
6,1,winter,O
7,1,holidays,O
8,1,are,O
9,1,invited,O
10,1,to,O
11,1,numerous,O
12,1,ski,O
13,1,resorts,O
14,2,Exploring,O
15,2,the,O
16,2,majestic,O
17,2,Rockies,B
18,2,during,O
19,2,summer,O
20,2,reveals,O
21,2,stunning,O
22,2,landscapes,O
23,3,Hiking,O
24,3,enthusiasts,O
25,3,often,O
26,3,choose,O
27,3,the,O
28,3,Himalayas,B
29,3,for,O
30,3,challenging,O
31,3,treks,O
32,4,In,O
33,4,Swiss,B
34,4,Alps,I
35,4,offer,O
36,4,breathtaking,O
37,4,views,O
38,5,Mount,O
39,5,Everest,B
40,5,is,O
41,5,the,O
42,5,world's,O
43,5,highest,O
44,5,peak,O
45,6,During,O
46,6,autumn,O
47,6,the,O
48,6,Pyrenees,B
49,6,showcase,O
50,7,The,O
51,7,Swiss,B
52,7,countryside,I
53,7,offers,O
54,7,charming,O
55,7,villages,O
56,7,nestled,O
57,7,in,O
58,7,the,O
59,7,Jura,B
60,7,Mountains,I
61,8,Climbing,O
62,8,enthusiasts,O
63,8,frequently,O
64,8,visit,O
65,8,the,O
66,8,Andes,B
67,8,for,O
68,8,its,O
69,8,challenging,O
70,8,peaks,O
71,9,The,O
72,9,Appalachian,B
73,9,Trail,I
74,9,is,O
75,9,renowned,O
76,9,for,O
77,9,its,O
78,9,scenic,O
79,9,beauty,O
80,10,Explorers,O
81,10,venture,O
82,10,into,O
83,10,the,O
84,10,Ural,B
85,10,Mountains,I
86,10,seeking,O
87,10,untouched,O
88,10,wilderness,O
89,11,During,O
90,11,summer,O
91,11,months,O
92,11,the,O
93,11,Sierra,B
94,11,Nevada,I
95,11,offers,O
96,11,excellent,O
97,11,hiking,O
98,11,opportunities,O
99,12,The,O
100,12,Dolomites,B
101,12,in,O
102,12,Italy,O
103,12,are,O
104,12,famous,O
105,12,for,O
106,12,their,O
107,12,dramatic,O
108,12,limestone,O
109,12,peaks,O
110,13,Mount,O
111,13,Kilimanjaro,B
112,13,stands,O
113,13,tall,O
114,13,as,O
115,13,Africa's,O
116,13,highest,O
117,13,free-standing,O
118,13,mountain,O
119,14,The,O
120,14,Great,B
121,14,Dividing,I
122,14,Range,I
123,14,in,O
124,14,Australia,O
125,14,stretches,O
126,14,across,O
127,14,the,O
128,14,continent,O
129,15,Trekking,O
130,15,through,O
131,15,the,O
132,15,Scottish,B
133,15,Highlands,I
134,15,offers,O
135,15,breathtaking,O
136,15,views,O
137,16,The,O
139,16,Diverse,B
140,16,Cascades,I
141,16,in,O
142,16,the,O
143,16,United,O
144,16,States,O
145,16,attract,O
146,16,hikers,O
147,16,and,O
148,16,climbers,O
149,16,alike,O
150,17,The,O
151,17,Japanese,B
152,17,Alps,I
153,17,are,O
154,17,known,O
155,17,for,O
156,17,their,O
157,17,gorgeous,O
158,17,scenery,O
159,18,Mount,O
160,18,Elbrus,B
161,18,in,O
162,18,Russia,O
163,18,is,O
164,18,the,O
165,18,highest,O
166,18,mountain,O
167,18,in,O
168,18,Europe,O
169,19,Adventure,O
170,19,enthusiasts,O
171,19,often,O
172,19,explore,O
173,19,the,O
174,19,Caucasus,B
175,19,Mountains,I
176,19,for,O
177,19,its,O
178,19,wild,O
179,19,landscapes,O
180,20,The,O
181,20,Alborz,B
182,20,Range,I
183,20,in,O
184,20,Iran,O
185,20,offers,O
186,20,stunning,O
187,20,views,O
188,21,During,O
189,21,winter,O
190,21,the,O
191,21,Carpathians,B
192,21,are,O
193,21,covered,O
194,21,in,O
195,21,snow,O
196,22,Mount,O
197,22,Fuji,B
198,22,in,O
199,22,Japan,B
200,22,is,O
201,22,an,O
202,22,iconic,O
203,22,volcano,O
204,23,Himalayan,O
205,23,trekkers,O
206,23,often,O
207,23,explore,O
208,23,the,O
209,23,Karakoram,B
210,23,Range,I
211,23,for,O
212,23,its,O
213,23,challenging,O
214,23,climbs,O
215,24,Exploring,O
216,24,the,O
217,24,Andean,B
218,24,Plateau,I
219,24,is,O
220,24,a,O
221,24,unique,O
222,24,experience,O
223,25,The,O
224,25,Uinta,B
225,25,Mountains,I
226,25,in,O
227,25,Utah,O
228,25,are,O
229,25,a,O
230,25,trekker's,O
231,25,paradise,O
232,26,The,O
233,26,Canadian,B
234,26,Rockies,I
235,26,offer,O
236,26,pristine,O
237,26,wilderness,O
238,26,for,O
239,26,exploration,O
240,27,The,O
241,27,Swiss,B
242,27,Alps,I
243,27,provide,O
244,27,a,O
245,27,thrilling,O
246,27,backdrop,O
247,27,for,O
248,27,skiers,O
249,28,Majestic,O
250,28,peaks,O
251,28,like,O
252,28,Mount,B
253,28,Blanc,I
254,28,draw,O
255,28,climbers,O
256,29,In,O
257,29,Nepal,B
258,29,the,O
259,29,Annapurna,B
260,29,Massif,I
261,29,beckons,O
262,29,trekkers,O
263,30,The,O
264,30,Andes,B
265,30,are,O
266,30,home,O
267,30,to,O
268,30,some,O
269,30,of,O
270,30,the,O
271,30,highest,O
272,30,volcanoes,O
273,31,Exploring,O
274,31,the,O
275,31,Cadillac,B
276,31,Mountain,I
277,31,Range,I
278,31,in,O
279,31,Michigan,O
280,31,offers,O
281,31,scenic,O
282,31,drives,O
283,32,Mount,O
284,32,Rainier,B
285,32,in,O
286,32,Washington,O
287,32,dominates,O
288,32,the,O
289,32,landscape,O
290,33,The,O
291,33,Uinta,B
292,33,Mountains,I
293,33,display,O
294,33,spectacular,O
295,33,alpine,O
296,33,meadows,O
297,34,Hikers,O
298,34,in,O
299,34,the,O
300,34,Adirondacks,B
301,34,often,O
302,34,encounter,O
303,34,unspoiled,O
304,34,wilderness,O
305,35,Mount,O
306,35,Logan,B
307,35,in,O
308,35,Canada,O
309,35,offers,O
310,35,stunning,O
311,35,panoramas,O
312,36,The,O
313,36,Alps,B
314,36,in,O
315,36,Europe,O
316,36,provide,O
317,36,a,O
318,36,diverse,O
319,36,range,O
320,36,of,O
321,36,outdoor,O
322,36,activities,O
323,37,The,O
324,37,Green,B
325,37,Mountains,I
326,37,in,O
327,37,Vermont,O
328,37,are,O
329,37,known,O
330,37,for,O
331,37,picturesque,O
332,37,foliage,O
333,38,Mount,O
334,38,Hood,B
335,38,in,O
336,38,Oregon,O
337,38,is,O
338,38,a,O
339,38,popular,O
340,38,destination,O
341,38,for,O
342,38,climbers,O
343,39,The,O
344,39,White,B
345,39,Mountains,I
346,39,in,O
347,39,New,B
348,39,Hampshire,I
349,39,are,O
350,39,famous,O
351,39,for,O
352,39,winter,O
353,39,skiing,O
354,40,Hiking,O
355,40,enthusiasts,O
356,40,flock,O
357,40,to,O
358,40,the,O
359,40,Chugach,B
360,40,Mountains,I
361,40,in,O
362,40,Alaska,O
363,40,for,O
364,40,stunning,O
365,40,scenery,O
366,41,The,O
367,41,Southern,B
368,41,Alps,I
369,41,span,O
370,41,Italy,O
371,41,and,O
372,41,Switzerland,O
373,41,offering,O
374,41,diverse,O
375,41,outdoor,O
376,41,recreation,O
377,42,most,O
378,42,Ukrainians,O
379,42,like,O
380,42,to,O
381,42,relax,O
382,42,in,O
383,42,the,O
384,42,Carpathians,B
385,43,there,O
386,43,are,O
387,43,so,O
388,43,many,O
389,43,recreation,O
390,43,centers,O
391,43,in,O
392,43,the,O
393,43,Carpathians,B
394,43,and,O
395,43,the,O
396,43,scenic,O
397,43,views,O
398,43,make,O
399,43,it,O
400,43,a,O
401,43,popular,O
402,43,destination,O
403,43,for,O
404,43,tourists,O
405,43,all,O
406,43,year,O
407,43,round,O
408,44,In,O
409,44,winter,O
410,44,the,O
411,44,Carpathians,B
412,44,are,O
413,44,a,O
414,44,paradise,O
415,44,for,O
416,44,ski,O
417,44,enthusiasts,O
418,44,with,O
419,44,many,O
420,44,ski,O
421,44,resorts,O
422,44,offering,O
423,44,exciting,O
424,44,slopes,O
425,44,and,O
426,44,beautiful,O
427,44,winter,O
428,44,landscapes,O
429,45,The,O
430,45,Carpathians,B
431,45,also,O
432,45,boast,O
433,45,rich,O
434,45,flora,O
435,45,and,O
436,45,fauna,O
437,45,making,O
438,45,it,O
439,45,a,O
440,45,wonderful,O
441,45,destination,O
442,45,for,O
443,45,nature,O
444,45,lovers,O
445,46,Overall,O
446,46,the,O
447,46,Carpathians,B
448,46,offer,O
449,46,a,O
450,46,diverse,O
451,46,range,O
452,46,of,O
453,46,recreational,O
454,46,activities,O
455,46,appealing,O
456,46,to,O
457,46,people,O
458,46,of,O
459,46,all,O
460,46,ages,O
461,46,and,O
462,46,interests,O
463,47,Whether,O
464,47,for,O
465,47,hiking,O
466,47,skiing,O
467,47,wildlife,O
468,47,observation,O
469,47,or,O
470,47,relaxing,O
471,47,in,O
472,47,nature,O
473,47,the,O
474,47,Carpathians,B
475,47,have,O
476,47,something,O
477,47,to,O
478,47,offer,O
479,48,Mount,B
480,48,Elbrus,I
481,48,in,O
482,48,Russia,O
483,48,is,O
484,48,the,O
485,48,highest,O
486,48,mountain,O
487,48,in,O
488,48,Europe,O
489,49,The,B
490,49,Andes,I
491,49,are,O
492,49,a,O
493,49,major,O
494,49,mountain,O
495,49,range,O
496,49,in,O
497,49,South,O
498,49,America,O
499,50,Mount,B
500,50,Fuji,I
501,50,is,O
502,50,an,O
503,50,iconic,O
504,50,volcanic,O
505,50,mountain,O
506,50,in,O
507,50,Japan,O
508,51,The,B
509,51,Rocky,I
510,51,Mountains,I
511,51,stretch,O
512,51,across,O
513,51,North,O
514,51,America,O
515,52,The,B
516,52,Himalayas,I
517,52,are,O
518,52,home,O
519,52,to,O
520,52,many,O
521,52,of,O
522,52,the,O
523,52,world's,O
524,52,highest,O
525,52,peaks,O
526,53,Matterhorn,B
527,53,is,O
528,53,one,O
529,53,of,O
530,53,the,O
531,53,most,O
532,53,famous,O
533,53,peaks,O
534,53,in,O
535,53,the,O
536,53,Alps,O
537,54,Mount,B
538,54,Washington,I
539,54,offers,O
540,54,imposing,O
541,54,views,O
542,54,and,O
543,54,exciting,O
544,54,hiking,O
545,54,opportunities,O
546,55,The,B
547,55,Dolomites,I
548,55,provide,O
549,55,a,O
550,55,dramatic,O
551,55,backdrop,O
552,55,for,O
553,55,climbers,O
554,55,and,O
555,55,nature,O
556,55,enthusiasts,O
557,56,Climbing,O
558,56,Mount,B
559,56,Kilimanjaro,I
560,56,stands,O
561,56,tall,O
562,56,as,O
563,56,a,O
564,56,challenging,O
565,56,feat,O
566,56,for,O
567,56,adventure,O
568,56,enthusiasts,O
569,57,Australia's,B
570,57,Great,I
571,57,Dividing,I
572,57,Range,I
573,57,stretches,O
574,57,across,O
575,57,the,O
576,57,continent,O
577,57,offering,O
578,57,diverse,O
579,57,landscapes,O
580,58,Trekking,O
581,58,through,O
582,58,the,O
583,58,Scottish,B
584,58,Highlands,I
585,58,provides,O
586,58,breathtaking,O
587,58,views,O
588,58,of,O
589,58,rugged,O
590,58,terrains,O
591,59,The,B
592,59,Southern,I
593,59,Alps,I
594,59,span,O
595,59,Italy,O
596,59,and,O
597,59,Switzerland,O
598,59,offer,O
599,59,diverse,O
600,59,outdoor,O
601,59,recreation,O
602,60,Mount,B
603,60,Rainier,I
604,60,in,O
605,60,Washington,O
606,60,dominates,O
607,60,the,O
608,60,landscape,O
609,60,with,O
610,60,its,O
611,60,majestic,O
612,60,presence,O
613,61,The,B
614,61,Adirondacks,I
615,61,in,O
616,61,New,O
617,61,York,O
618,61,often,O
619,61,encounter,O
620,61,unspoiled,O
621,61,wilderness,O
622,61,and,O
623,61,picturesque,O
624,61,beauty,O
625,62,Canada's,B
626,62,Mount,I
627,62,Logan,I
628,62,offers,O
629,62,stunning,O
630,62,panoramas,O
631,62,for,O
632,62,climbers,O
633,62,venturing,O
634,62,into,O
635,62,the,O
636,62,wild,O
637,63,The,O
638,63,Alps,B
639,63,in,O
640,63,Europe,O
641,63,provide,O
642,63,a,O
643,63,diverse,O
644,63,range,O
645,63,of,O
646,63,outdoor,O
647,63,activities,O
648,63,for,O
649,63,enthusiasts,O
650,64,The,B
651,64,Green,I
652,64,Mountains,I
653,64,in,O
654,64,Vermont,O
655,64,are,O
656,64,known,O
657,64,for,O
658,64,their,O
659,64,picturesque,O
660,64,foliage,O
661,64,during,O
662,64,autumn,O
663,65,Mount,B
664,65,Hood,I
665,65,in,O
666,65,Oregon,O
667,65,is,O
668,65,a,O
669,65,popular,O
670,65,destination,O
671,65,for,O
672,65,climbers,O
673,65,seeking,O
674,65,a,O
675,65,thrilling,O
676,65,experience,O
677,66,The,B
678,66,White,I
679,66,Mountains,I
680,66,in,O
681,66,New,O
682,66,Hampshire,O
683,66,are,O
684,66,famous,O
685,66,for,O
686,66,winter,O
687,66,skiing,O
688,66,and,O
689,66,scenic,O
690,66,beauty,O
691,67,Hiking,O
692,67,in,O
693,67,the,O
694,67,Chugach,B
695,67,Mountains,I
696,67,in,O
697,67,Alaska,O
698,67,reveals,O
699,67,stunning,O
700,67,views,O
701,67,and,O
702,67,pristine,O
703,67,landscapes,O
704,68,The,O
705,68,Uinta,B
706,68,Mountains,I
707,68,in,O
708,68,Utah,O
709,68,are,O
710,68,a,O
711,68,trekker's,O
712,68,paradise,O
713,68,with,O
714,68,breathtaking,O
715,68,alpine,O
716,68,meadows,O
717,69,Explorers,O
718,69,frequently,O
719,69,visit,O
720,69,the,O
721,69,Canadian,B
722,69,Rockies,I
723,69,for,O
724,69,pristine,O
725,69,wilderness,O
726,69,exploration,O
727,70,The,O
728,70,Swiss,O
729,70,Alps,B
730,70,provide,O
731,70,a,O
732,70,thrilling,O
733,70,backdrop,O
734,70,for,O
735,70,skiers,O
736,70,and,O
737,70,snowboarders,O
738,71,Majestic,O
739,71,peaks,O
740,71,like,O
741,71,Mount,B
742,71,Blanc,I
743,71,draw,O
744,71,climbers,O
745,71,to,O
746,71,the,O
747,71,Alps,O
748,71,during,O
749,71,the,O
750,71,summer,O
751,72,In,O
752,72,Nepal,B
753,72,the,O
754,72,Annapurna,I
755,72,Massif,I
756,72,beckons,O
757,72,trekkers,O
758,72,with,O
759,72,its,O
760,72,majestic,O
761,72,allure,O
762,73,The,O
763,73,Andean,B
764,73,Plateau,I
765,73,offers,O
766,73,a,O
767,73,unique,O
768,73,experience,O
769,73,for,O
770,73,those,O
771,73,exploring,O
772,73,its,O
773,73,stunning,O
774,73,landscapes,O
775,74,The,O
776,74,Uinta,B
777,74,Mountains,I
778,74,display,O
779,74,spectacular,O
780,74,alpine,O
781,74,meadows,O
782,74,for,O
783,74,outdoor,O
784,74,enthusiasts,O
785,75,Hikers,O
786,75,in,O
787,75,the,O
788,75,Adirondacks,B
789,75,often,O
790,75,encounter,O
791,75,unspoiled,O
792,75,wilderness,O
793,75,and,O
794,75,picturesque,O
795,75,beauty,O
796,76,Mount,B
797,76,Logan,I
798,76,in,O
799,76,Canada's,O
800,76,offers,O
801,76,stunning,O
802,76,panoramas,O
803,76,for,O
804,77,Here,O
805,77,you,O
806,77,can,O
807,77,enjoy,O
808,77,stunning,O
809,77,views,O
810,77,of,O
811,77,the,O
812,77,Alps,B
813,77,with,O
814,77,good,O
815,77,weather,O
816,78,Not,O
817,78,only,O
818,78,the,O
819,78,Alps,B
820,78,are,O
821,78,ideal,O
822,78,for,O
823,78,outdoor,O
824,78,activities,O
825,78,with,O
826,78,a,O
827,78,snowboard,O
828,79,In,O
829,79,the,O
830,79,north,O
831,79,of,O
832,79,the,O
833,79,country,O
834,79,there,O
835,79,are,O
836,79,the,O
837,79,Alps,B
838,79,with,O
839,79,their,O
840,79,authentic,O
841,79,beauty,O
842,80,This,O
843,80,is,O
844,80,the,O
845,80,highest,O
846,80,road,O
847,80,in,O
848,80,the,O
849,80,eastern,O
850,80,Alps,B
851,81,These,O
852,81,views,O
853,81,of,O
854,81,the,O
855,81,Alps,B
856,81,are,O
857,81,simply,O
858,81,breathtaking,O
859,82,With,O
860,82,a,O
861,82,majestic,O
862,82,backdrop,O
863,82,of,O
864,82,peaks,O
865,82,and,O
866,82,glaciers,O
867,82,the,O
868,82,Alps,B
869,82,provide,O
870,82,an,O
871,82,unforgettable,O
872,82,experience,O
873,82,for,O
874,82,adventurers,O
875,83,While,O
876,83,the,O
877,83,Swiss,B
878,83,Alps,I
879,83,are,O
880,83,known,O
881,83,for,O
882,83,skiing,O
883,83,and,O
884,83,snowboarding,O
885,83,the,O
886,83,Italian,B
887,83,Dolomites,I
888,83,offer,O
889,83,a,O
890,83,different,O
891,83,kind,O
892,83,of,O
893,83,outdoor,O
894,83,recreation,O
895,83,including,O
896,83,hiking,O
897,83,and,O
898,83,climbing,O
899,84,The,O
900,84,Southern,B
901,84,Alps,I
902,84,span,O
903,84,across,O
904,84,Italy,O
905,84,and,O
906,84,Switzerland,O
907,84,offering,O
908,84,diverse,O
909,84,outdoor,O
910,84,recreation,O
911,84,opportunities,O
912,84,for,O
913,84,enthusiasts,O
914,85,Exploring,O
915,85,the,O
916,85,vast,O
917,85,wilderness,O
918,85,of,O
919,85,the,O
920,85,Ural,B
921,85,Mountains,I
922,85,provides,O
923,85,a,O
924,85,sense,O
925,85,of,O
926,85,untouched,O
927,85,beauty,O
928,86,The,O
929,86,Himalayas,B
930,86,with,O
931,86,their,O
932,86,towering,O
933,86,peaks,O
934,86,attract,O
935,86,climbers,O
936,86,from,O
937,86,around,O
938,86,the,O
939,86,globe,O
940,87,During,O
941,87,the,O
942,87,summer,O
943,87,months,O
944,87,the,O
945,87,Sierra,B
946,87,Nevada,I
947,87,offers,O
948,87,excellent,O
949,87,hiking,O
950,87,and,O
951,87,climbing,O

